username,resource,req,bloodgroup,contact,cities,tweet
Ayudh_Hyderabad,oxygen,NEED,NA,['9717637162'],[],"#SOSGhaziabad
Requirement:  oxygen cylinder.
Doctor has advised for oxygen.
Patient Name: Vaishali Saxena
Age: 51 years
Address: Model Town Ghaziabad.
Contact :9717637162
Please respond with verified information 

#IndiaFightsCorona

#WeShallOvercome"
Ayudh_Hyderabad,oxygen,NEED,NA,['7901824992'],[],"#SoSpatiala
Need oxygen refill in ludhiana 
Patient: Joginder pal singh
71 years 
Dhandhara road 
Ludhiana
Contact: 7901824992

Please respond with verified information

#IndiaFightsCorona
#WeShallOvercome"
Ayudh_Hyderabad,oxygen,NEED,NA,['8929263338'],[],"#SOSGhaziabad

URGENT oxygen bed required

Patient name: Nihal
Age:25
Oxygen level: 30,40
Contact person: Jyoti Mishra 8929263338

Please respond with verified information 

#IndiaFightsCorona
#WeShallOvercome"
Ayudh_Hyderabad,ICU Bed,NEED,NA,['9818091349'],['Delhi'],"#DELHINCR
Urgent NEED of  ICU BED

Patient - Bhupendra Kumar Jain 
Age - 54 Yrs 
Male 
SpO2 level - 82
Contact No. - 9818091349
Pls respond with verified information 
#IndiaFightsCOVID19 
#WeShallOvercome"
Ayudh_Hyderabad,other,NEED,NA,['9860254627'],[],"#sospune
Urgent Ventilator Requirement 

Patient: Venkatesh Devlarikar
Blood group: 
Hospital: Jai Hind Hospital Chakan
Attendant Name: Hrishikesh Devlarikar
Contact Number:9860254627

Please respond with verified information

#indiafightscorona
#weshallovercome"
Ayudh_Hyderabad,oxygen,NEED,NA,[],[],"#SOSAhmedabad

Need an icu ventilator bed urgently...

Patient name :  Pallaviben oza
Age :- 42
SpO2:- 50 ( without oxygen support)
Ddimer:- 289

Please respond with verified information

#indiafightscorona
#weshallovercome"
Ayudh_Hyderabad,ICU Bed,NEED,NA,[],['Delhi'],"#SOSDelhi
Name of patient- Meera devgan
Age - 60years
SPo2 level -  65
**Require ICU bed in Delhi *
Attendant no.- Bhuvan, +91 85859 00279
Patient address- F-7/7 Model Town, Delhi
Currently in : Lifeline hospital, Laxmi Nagar
Pls respond with verified information"
Ayudh_Hyderabad,other,NEED,NA,"['7887893010', '9822255272', '8855055477']",[],"#sospune
Urgent requirement of ventilator

Patient: Shashikala Katta
Age : 72
Address:- Chinchwad, pune-19
Ward:- F10
Hospital: Jumbo Covid Centre
Doctor Mob No :- 7887893010 contact number : - 9822255272/8855055477
Please respond with verified information

#indiafightscorona"
Ayudh_Hyderabad,ICU Bed,NEED,NA,['8105698882'],['Bangalore'],"#SoSbangalore

Urgent need for :  ICU bed
Patient - Mr Ganesh s 
Age 52yrs
Male
SpO2 level - 74
Contact no: 8105698882
Hospital : satyr sai ortho care hospital , Bangalore

Please respond with verified information

#IndiaFightsCorona
#WeShallOvercome"
Ayudh_Hyderabad,plasma,NEED,['AB +'],[],[],"#sospune
Requirement of plasma

Patient name - Ashok Pawar
Age - 59
Location- YCM hospital 
Pimpri Chichwad Pune
Blood group - AB +ve 
Contact - Asmita -91 77220 46221

Please respond with verified information

#indiafightscorona
#weshallovercome"
Ayudh_Hyderabad,other,NEED,NA,"['9388474680', '7034897645']",[],"#SoSKochi

Urgent requirement for ventilator

Name: Johnson
Place of stay: Ernakulam
Age: 64

Now admitted in CIAL hospital, Kochi
Doctors have recommended to shift to a hospital with ventilator. 

Contact : 9388474680/7034897645

Please respond with verified leads."
Deep00771,other,NEED,NA,[],['Hyderabad'],"#hyderabadcovidhelp #beds #verified

For Hyderabad beds requirements ,can reach out https://t.co/fLOxNcAYPt"
andhraabbay,plasma,UNKNOWN,['AB+'],[],['Hyderabad'],"Verified source for Plasma AB+ after May 8th #Hyderabad #BeatCOVIDwithSrijan
#IndiaFightsCOVID19 #FightAgainstCOVID19
*pl dont pay without confirming yourself, avoid advance payments*
*Verified on May 1st,2021 0450PM IST*
@PunitDubey @raverox05 @prabhatism https://t.co/oTXDhoAnI0"
andhraabbay,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor"
trying_myself,plasma,AVAILABLE,NA,['40 2351 7519'],['Hyderabad'],"location #Hyderabad 

Vivekananda Blood Bank
040 2351 7519

blood available of all gp.
(plasma not available ,, but if you can arrange a donor they can process )

personally #verified

*screenshot attached as a proof* 👇👇 https://t.co/9dhvCbHMjE"
indian_insan,oxygen,AVAILABLE,NA,['91 9700238886'],['Hyderabad'],"Oxygen Cylinders Available in Hyderabad 

Contact: +91 9700238886

Personally verified 04/05/2021 (5mins ago)

Share with relevant ppl.

Hyderabad OxygenCylinders #Covid19IndiaHelp #COVIDEmergencyIndia
#Hyderabad"
chaitanyasai141,oxygen,AVAILABLE,NA,['8309943109'],['Hyderabad'],"Oxygen beds available in arke hospital Kompally beside psr convention

OXYGENBEDS in Hyderabad.

Contact -8309943109

Verified at 7:05 PM , 4th May. 
Telangana 
#CovidHelpHyderabad
#Hyderabad"
Sabbu1991,plasma,AVAILABLE,NA,"['0402380225', '9676230586']",['Hyderabad'],"@raviraj2027 @Spunky_Ca @Telugu_Veera @JforJaish Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021
Location: Hyderabad
Contact: Deccan Blood Bank (9676230586)
Verified at 10.00 pm, 3rd May'2021"
_from_india,oxygen,AVAILABLE,NA,[],['Hyderabad'],"✅verified 

Oxygen cylinders @ 4 Liters available 799114922 .
Call Tomorrow morning at 11am .
#sos #hyderabad"
HelpersCovid,plasma,NEED,NA,"['8688227814', '9848044479']",['Hyderabad'],"*Verified*
To get help with your #Plasma requirement in #Hyderabad, get in touch with:
Raju Kumar 8688227814 or Gudur Narayana Reddy 9848044479
 #HyderabadSOS #hyderabadcovid"
TelanganaRT,oxygen,AVAILABLE,NA,[],['Hyderabad'],"10 oxygen/ICU beds Available NO Ventilator beds in #Telangana #Hyderabad.

Contact : +91 96665 55296

Self #Verified 04/05/2021 (10mins ago)

#Telangana  #Hyderabad #COVIDEmergencyIndia #COVIDIndiaHelp #oxygenbeds"
VamsiNandamuri1,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Oxygen Bed Availability at Hyderabad
Verified ✅
Pls RT
#SOSTDP @JaiTDP https://t.co/lxJTIxllUA"
manishdhfm,plasma,AVAILABLE,NA,['9490616555'],['Hyderabad'],"@hbdsofficial @CovidPlasmaIn @BloodDonorWorld @hydblooddonors @BloodAid @BloodDonorsIn @APBloodDonors @WeAreHyderabad @Bloodpointorg @HiHyderabad @OnePlus_IN @royalenfield Hyderabad Plasma Assistance Number

Available

Verified* 1 week ago

CityHyderabad

Mark Unavailable

Phone9490616555"
hydfoodcrushgm1,oxygen,AVAILABLE,NA,['9848011421'],['Hyderabad'],"#Oxygen beds are available at OMEGAHOSPITALS, #Hyderabad 

4 Regular beds were available.

Contact -  9848011421

Verified on Tuesday 4th  03:55 P.M.
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
Hyderabadbot,oxygen,AVAILABLE,NA,['7730012233'],['Hyderabad'],"After 8 AM today, 2 Oxygen beds and 3 General beds will be available at Avasa Hospital, Hyderabad 🏥

Contact : 7730012233 ☎

Verified by me at 07:06 AM 👍🏻

Covid19IndiaHelp COVID19India 
COVID19 Hyderabad
#Hyderabad

#COVIDEmergencyIndia #CovidHelp #CovidResources #CoronaUpdate"
Vipin60581582,oxygen,UNKNOWN,NA,['919398309860'],['Hyderabad'],"Fully verified by me 
+919398309860
Saifuddin ( #Hydrabad )
OXYGEN CYLINDER Volunteer

I personally help the patient( before 3 days) in Hyderabad through this person.

They r providing cylinder to the address. 

⚠️RT For Amplify⚠️
#CovidIndiaInfo #Covid19IndiaHelp  1/2"
Hari_JK4,oxygen,AVAILABLE,NA,['7013160090'],['Hyderabad'],"🚨🏥🏥🏥🏥🚨
#Oxygen beds are available at  LEAF MULTISPECIALITY HOSPITAL #BORBANDA

 3 Oxygen beds were available.

Contact -  7013160090

Verified on Tuesday 4th  02:09

 #Hyderabad #COVIDEmergencyIndia
#CovidHelpHyderabad"
ADIAN_Iam,oxygen,AVAILABLE,NA,['9912228489'],['Hyderabad'],"Oxygen beds are available at Sumithra Hospital Pvt Ltd, Uppal, Medchal. 2 Oxygen beds were available. Contact - 9912228489 Verified on Tuesday 4th 12:20pm #CovidHelp #OxygenEmergency
#Hyderabad"
__Peeyush,oxygen,AVAILABLE,NA,['9494902900'],['Hyderabad'],"@lucky59000 Available 418 oxygen beds &amp; 12 ICU in TIMS, GACHIBOWLI FACILITY
9494902900
Gachibowli, Hyderabad
Verified: 10:01pm 03 May 2021
#Covid19Hyderabad
@MythriOfficial

@RRRMovie

@SVC_official"
Hyderabadbot,oxygen,AVAILABLE,NA,[],['Hyderabad'],"#Hyderabad verified (just now):
Krishnaveni Multispeciality Hospital - Oxygen beds avail,
Avasa hospital - Oxygen bed avail
Wellness hospital - Oxygen bed avail above 90 spo2
Aashrita Multi Speciality Hospital - 4 ICU (no ventilator)
Neo care hospital - oxygen beds
@Health9dotin"
ManojReddiee,other,AVAILABLE,NA,"['500020\n9100', '500013 \n9160']",['Hyderabad'],"#Verified at 4.00 pm May 4 

#Generalbeds available at Praja Sai Hospital Himayat Nagar #Hyderabad 500020
9100059777

General beds available at Padmavathi Medical Centre Amberpet #Hyderabad 500013 
9160668686"
ManojReddiee,oxygen,NEED,NA,[],['Hyderabad'],"Need oxygen concentrator 
A friend needs it for his mother 

Please provide any verified contact 

Please amplify!
#Hyderabad"
Shweta45199522,other,NEED,NA,"['9597932267', '91 8712721478']",['Hyderabad'],"Patient Name: paramanand d
Age: 65
Requirement: Ventilator/Bed
Blood Group: +ve 
Hospital: Need hospital bed in Hyderabad, critically ill
Contact : +91-9597932267
Contact: +91 8712721478
Urgent verified request for ventilator
@charan_tweetz @ActivistTeja @SureshProdns"
Manheshtrends12,oxygen,AVAILABLE,NA,['7702965698'],['Hyderabad'],"#Oxygen beds are available at AMRITA ENT HEAD AND NECK HOSPITAL, #Kukatpally

1 Regular &amp; 3 Oxygen beds were available.

Contact -  7702965698

Verified on Tuesday 4th  01:59

 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
mubasir,oxygen,AVAILABLE,NA,['7730012233'],['Hyderabad'],"Verified 5:40 PM 4th May Tuesday
Avasa hospital, Hyderabad. 
Contact: +91-7730012233
2 oxygen beds are available (not ICU beds). #COVIDEmergencyIndia #COVIDSecondWaveInIndia"
AjinkyaKhandve,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"@ruhiinoor #CoviBuddy #Plasma #SOSHyderabad 
Plasma exchange is available 
Location: Hyderabad 
Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp 

As found on various online resources. Please verify as things keep altering rapidly"
shreyaway,oxygen,AVAILABLE,NA,['500016 9032'],['Hyderabad'],"Verified at 4.20 pm May 4

Oxygen beds available at Renew Medical and Rehabilitation Centre Begumpet Telangana Hyderabad 500016 9032030459 #covid #Hyderabad"
rtirumalaraju,oxygen,AVAILABLE,NA,['7303373374'],['Hyderabad'],"OXYGEN RESOURCE AVAILABLE!

Name: SIO Covid Task Force
Contact : 7303373374
They provide oxygen refilling and cylinder services to patients having valid prescription and reports.

Verified by team @hydcovidresources : 03/05/2021 09:37 PM

#Hyderabad #hydcovidresources #CovidIndia"
itsmethemaniacc,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Mehar hospital, medchal, Hyderabad📍
Just verified 
20 oxygen beds are available
Icu also available
Verified at 3rd May,10.20pm
📍Medchal📍
VerifiedCovidResources Verified Hyderabad HyderabadSOS
#Hyderabad"
Health9dotin,oxygen,AVAILABLE,NA,['91 9848029833'],['Hyderabad'],"Aashrita Multi Specialty Hospital 
Mallapur
Regular Beds - 2
Oxygen - 2
ICU -4

+91 9848029833

Verified 5:08 Pm 4thMay by @Health9dotin

For Beds Availability

https://t.co/2YzRweUPob

@HiHyderabad #covidhelp #OxygenBeds #hyderabad #covidhyderabad  #COVIDEmergency #COVID19"
Praveenmanken,oxygen,AVAILABLE,NA,['7013160090'],['Hyderabad'],"#Oxygen beds are available at  LEAF MULTISPECIALITY HOSPITAL #BORBANDA

 3 Oxygen beds were available.

Contact -  7013160090

Verified on Tuesday 4th  02:09

 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad https://t.co/TwVYIdEr4f"
CoviBuddy_Rahul,plasma,AVAILABLE,NA,"['0402380225', '9676230586']",['Hyderabad'],"@chay_forever67 @SonuSood @hydcovid19 @BloodDonorsIn @SureshProdns @SoodFoundation #CoviBuddy #SOSHyderabad #PlasmaDonor 
Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021
Location: Hyderabad
Contact: Deccan Blood Bank (9676230586)
Verified at 10.00 pm, 3rd May'2021"
mist_elf,other,AVAILABLE,NA,['40 42007070'],['Hyderabad'],"Verified at 12:34pm on 04/05/2021
Normal Beds Available in Hyderabad, Telangana 

Location: Healix Hospital
Contact: 040 42007070

Subject to Availability depends on demand

#COVIDEmergencyIndia 
Rt 🔁"
NidhiKu55049695,oxygen,AVAILABLE,NA,['7036696332'],['Hyderabad'],"1 Oxygen bed available - SPO2 above 90 Avasa Hospital, Manikonda (30 bedded (with/without oxygen; No ventilators) No: 7036696332 Verified on 02/05/2021 at 12:05pm COVIDEmergency Beds OxygenBeds Hyderabad Telangana CovidResources
#Hyderabad"
devikaaroraa,oxygen,AVAILABLE,NA,['9700238886'],['Hyderabad'],"Hyderabad People, Oxygen Cylinders Available 🙏🏻

Contact Pramod : 9700238886 ☎

He got new stock of oxygen cylinders at RTC X Roads, Hyderabad 

Verified personally at 03:40 PM ✔

#Covid19IndiaHelp 
#COVID19India 
#Hyderabad 
#COVID19India"
Gautam_RM_,oxygen,AVAILABLE,NA,['6304828547'],['Hyderabad'],"#Oxygenbeds available here in #Hyderabad 
Contact : 6304828547
Verified at 3:37pm, 4th may.
#Oxygen #COVIDSecondWave #CovidHelpHyderabad"
CVDResourcesBot,oxygen,AVAILABLE,NA,"['8351945861', '8340981471', '8332844675', '8374325678']",['Hyderabad'],"VERIFIED SOURCE

Message: &lt;#835194586183761920&gt; &lt;#834098147118546944&gt; &lt;#833284467560022016&gt; 

8374325678 Oxygen beds available in Hyderabad.
ICU beds not available as of now
Verified at 

Screenshot: https://t.co/qX1Y10Swnh

Posted at: 04-05-21 04:35 PM

#Verified"
its_Mr_Sandeep,oxygen,AVAILABLE,NA,['9866966778'],['Hyderabad'],"#Oxygen beds are available at Nikhil Hospitals, #Ameerpet

1 Oxygen beds were available.

Contact -  9866966778

Verified on Tuesday 4th  03:55 P.M.
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
Ganesh72482890,oxygen,AVAILABLE,NA,[],['Hyderabad'],"#Hyderabad#OxygenRefilling available in #Hyderabad

Oxygen refilling is available at Miyapur side, Hyderabad.
Contact: +91 80196 08670

Verified by: @kparveen2005"
abhishekaryan17,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Oxygen bed available Hyderabad 
Call and confirm 
#Verified at 3:15 4th May
👉Please verify once again by yourself.
@abhishekaryan17 #CovidBuddy @RupeshTantwar @Keshu__10 @Princess1Khushi https://t.co/4AzbQZ9dH7"
jinksy812,oxygen,AVAILABLE,NA,['9440612031'],['Hyderabad'],"#Oxygen beds are available at AKHIL ORTHOPEDIC Hospitals, #Adilabad

8 Regular &amp; 2 Oxygen beds were available.

Contact -  9440612031

Verified on Tuesday 4th  11:39
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
Hungrykartindia,oxygen,AVAILABLE,NA,['9849038188'],['Hyderabad'],"200+ Beds with Oxygen available at
TRR Medical Institute of Sciences,
Hyderabad.VENTILATORS NOT AVAILABLE
Contact: 9849038188
Verified at 17:30 PM today

#COVIDEmergency @TeamSOSIndia #CovidHelpHyderabad @GeethaArts @SVC_official @MythriOfficial @SureshProdns @RRRMovie @DVVMovies"
Imafreespeaker,oxygen,AVAILABLE,NA,['6304828547'],['Hyderabad'],"#Oxygenbeds available here in Hyderabad 
Contact : 6304828547
#Verified at 3:37pm, 4th may.
#Oxygen #COVIDSecondWave #CovidHelpHyderabad
#hyderabadcovidhelp
👉Please verify once again by yourself. @abhishekaryan17 @Keshu__10 @RupeshTantwar @Princess1Khushi #CovidBuddy"
ziishan,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Oxygen bed available #Hyderabad 

Call and confirm 

Verified at 3:15 4th May https://t.co/mw1iqJ4ovY"
nikhilsai_here,oxygen,AVAILABLE,NA,['9700238886'],['Hyderabad'],"@SweetYkarna Hyderabad People, Oxygen Cylinders Available 🙏🏻

Contact Pramod : 9700238886 ☎

He got new stock of oxygen cylinders at RTC X Roads, Hyderabad 

Verified personally at 03:40 PM ✔

#Covid19IndiaHelp 
#COVID19India 
#Hyderabad 
#COVID19India"
negiprabha,plasma,NEED,NA,[],['Hyderabad'],"For #Plasma Requirements in #Hyderabad, try here 👇🏻 

VERIFIED CONTACT... https://t.co/xhvJmKRhNd"
AshwiniReddy23,plasma,UNKNOWN,NA,[],['Hyderabad'],"If you are a covid helpline resource in #Hyderabad, make sure you are verified. #Ublood is registered and verified with the #scsc #cyberabadpolice and we are ready to help you reach blood and plasma donors #RaiseArequestNow  Call us on 1800-108-1080 #Ublood #hyderabadcovid https://t.co/DjUbTBxhXL"
__taniya_,plasma,NEED,NA,['9963589897'],['Hyderabad'],"*Verified and Posted*

Patient Name-  Yogendra Vikas Kumar
Patient Age- 31
Plasma group- B-ve
Required unit  -  3
Hospital Name - Sree Gowri Hospital, Kphb, Hyderabad
Required for - Covid Patient
Date of requirement- 4th May or 5th May
Attender Name -  Sindhu
Mobile- 9963589897"
rusrushal13,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"#Team #verified
Plasma for the O+ blood group may be available tomorrow after 8 a.m.
They do plasma exchange but if you request then they can provide it.
St.Mother Theresa blood bank.
Contact:04023802255
City: #Hyderabad
Verified at 9.27pm,3rd May."
plasmabot2,plasma,NEED,NA,[],['Hyderabad'],"Urgently Required A+ #Plasma in #Hyderabad

Please pass verified Leads only. 🙏

#SOS  #CovidIndia #CovidHelp #COVIDEmergency #URGENT #SOSHyderabad

@ruhiinoor https://t.co/88MWUXf6E6"
VRT_111,oxygen,AVAILABLE,NA,['9440612031'],['Hyderabad'],"#Oxygen beds are available at AYYAPPA ORTHOPEDIC AND CHILDREN'S Hospitals, #Adilabad

18 Regular &amp; 2 Oxygen beds were available.

Contact -  9440612031

Verified on Tuesday 4th  08:20
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904
@HiHyderabad 
#CovidHelpHyderabad"
4SMSamrita,oxygen,AVAILABLE,NA,['9866349244'],['Hyderabad'],"86 Oxygen beds are available at SRRITCD Fever hospital, Nallakunta, Hyderabad. 

Verified by my team. 
(Vara Prasad Team) 
Hospital Contact: 9866349244
#Hyderabad #hyderabadcovid @AnujGurwara @sugandh @contliving @HiHyderabad @SIOHyderabad @hydera"
ziishan,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Oxygen bed available here #Hyderabad 

Call and confirm coz they get full within minutes

Verified at 3 pm 4th May https://t.co/mgxQVIhMKl"
vinodhbabu3,oxygen,AVAILABLE,NA,[],['Hyderabad'],"3 Oxygen bed available here

Verified at 2:31pm 4th May 

#Hyderabad https://t.co/QQbI5k2cKB"
tweetlina,ICU Bed,AVAILABLE,NA,[],['Hyderabad'],"@aditya_kondawar ICU bed available in Legend Hospital in Hyderabad 

Verified today at 2.40PM IST."
tweetlina,oxygen,AVAILABLE,NA,['8096953645'],['Hyderabad'],"@urvasheeee @Vivek_Investor @SonuSood @SoodFoundation @kamlesh96617486 #Oxygen beds are available at LIFELINE MEDICURE HOSPITAL - #Alwal

1 Oxygen bed were available.

Contact -  8096953645

Verified on Tuesday 4th  2:38 P.M.

 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
risingspark,ICU Bed,AVAILABLE,NA,[],['Hyderabad'],"#SOSHyderabad 

ICU bed available in Legend Hospital in Hyderabad 

Verified today at 2.40PM IST.

Location: Vanasthalipuram

#covidresources #ICUBeds"
drrpavan,oxygen,AVAILABLE,NA,['9912228489'],['Hyderabad'],"#Oxygen beds are available at Sumithra Hospital Pvt Ltd, Uppal, Medchal. 

2  Oxygen beds were available.

Contact -  9912228489

Verified on Tuesday 4th  12:20

#covidhelp #OxygenEmergency #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904
@HiHyderabad 
#CovidHelpHyderabad"
KAPILIANPoonamK,ICU Bed,AVAILABLE,NA,['9160668686'],['Hyderabad'],"#Beds are available at PADMAVATHI MEDICAL CENTRE #Hyderabad

1 Regular &amp; 1 ICU beds were available.

Contact -  9160668686

Verified on Tuesday 4th  12:34
 #CovidResources @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
K9PoonamTrends,oxygen,AVAILABLE,NA,[],['Hyderabad'],"AVAILABLE: #OxygenBeds in #Hyderabad

Safe hospital Athapur has 10 oxygen beds, allowing patient only with 90+ saturation.

Contact number: 78938 50658

Verified at 10:50 PM. #COVIDEmergency #COVID19India"
Kiran_blue8,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"@Mumtaz39511863 @VK84015570 @SonuSood @SoodFoundation @bhumipednekar @IlaajIndia @KTRTRS @charan_tweetz @upasanakonidela #OxygenBeds  Available (20Beds) at Meher Hospital, Medchal, #Hyderabad 

Saturation level should be 85 or above
Contact : 8088917515 (Srikanth)

Ventilators will ve available after 3 Days .

Verified: 10:15am"
kuna_vinay,oxygen,AVAILABLE,NA,['8555098068'],['Hyderabad'],"#Oxygen beds are available at A.D.B Hospitals, Adilabad

10 Regular,4 Oxygen &amp; 1 ICU beds were available.

Contact -  8555098068

Verified on Tuesday 4th  10:30
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
AzaraBegum,oxygen,AVAILABLE,NA,[],['Hyderabad'],"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in Hyderabad, Guntur, Vijayawada &amp; Vizag visit https://t.co/QbQXuECkvp

40+ volunteers @beds_covid are calling hospitals to update availability &amp; pricing.

Please retweet &amp; amplify.

Help those in need. 🙏🙏"
ForeverPKfan,oxygen,AVAILABLE,NA,['9848034747'],['Hyderabad'],"#Oxygen beds are available at PREMIER HOSPITAL #Hyderabad

 4 Oxygen beds were available.

Contact -  9848034747

Verified on Tuesday 4th  12:42 

 #CovidHelp @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
JaiHind3012,other,AVAILABLE,NA,['7730012233'],['Hyderabad'],"3 General beds are available at Avasa Hospital, Hyderabad 🏥

Contact : 7730012233 ☎

Verified at 09:50 AM on 04 May 2021👍🏻

#Covid19IndiaHelp #COVID19India 
#COVID19 #Hyderabad"
SivaSamanthaFan,other,AVAILABLE,NA,['40 42007070'],['Hyderabad'],"Verified at 12:34pm on 04/05/2021
Normal Beds Available in Hyderabad, Telangana 

Location: Healix Hospital
Contact: 040 42007070
#CovidIndia #CovidHelpHyderabad"
RjAvin,oxygen,AVAILABLE,NA,['9849055293'],['Hyderabad'],"#Oxygen beds are available at GSN Hospital-Sr Nagar #Hyderabad

5 Regular &amp; 5 Oxygen beds were available.

Contact -  9849055293

Verified on Tuesday 4th  10:47
 @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
gulnaz_gulzar,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"5 ICU Beds &amp; 10 Oxygen Beds available at Happy Children's Hospital, Chintal ( Hyderabad )

Patient's need to take their covid report and aadhar card before admitting.

Contact : 9374333386 &amp; 9347145678 ☎

Verified by me at 10:30 AM, 3rd May 

#COVID19India 
#Hyderabad 
#Covid19"
Imnigamanand,oxygen,AVAILABLE,NA,['9494902900'],['Hyderabad'],"Available 418 #oxygenbeds &amp; 12 ICU in TIMS, GACHIBOWLI FACILITY 9494902900 #Gachibowli, #Hyderabad Verified: 10:01pm 03 May 2021  #Verified  #HyderabadSOS
👉Please verify once again by yourself.
@abhishekaryan17 #CovidBuddy @Keshu__10 @RupeshTantwar @Princess1Khushi"
megha_challa,other,NEED,NA,[],['Hyderabad'],"If anyone needs ventilator bed #hyderabad 

Call on this number
+91 95023 44633

With details like name of the patient, spo2 level, and location

*He will try to provide a ventilator bed*

Verified 4th May 1:57Am
#COVIDEmergencyIndia #Covid19IndiaHelp"
sriharsha180200,oxygen,UNKNOWN,NA,[],['Hyderabad'],Any verified Oxygen concentrator leads in Hyderabad?
bontthu,oxygen,AVAILABLE,NA,['8919794204'],['Hyderabad'],"Available - #OXYGENBEDS in #Hyderabad. 

Contact - Sri Chinmayee Hospital, Karmanghat, 8919794204.

They may provide with an ICU bed also if it's an emergency. Kindly check with them. 

#Covid19IndiaHelp #CovidIndia 

Verified at 1:55 PM, today!"
thatashank,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
HYDERABAD
Oxygen &amp; ICU Beds (No ventilators) Available
Phone: 8374325678
Location: Legend hospital Vanasthalipuram, Hyderabad
Last Verified @ 03/05/21, 07:18 PM"
0x0is1,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"@Pparikh1987 @AmitabhJha3 @pranavsapra @priyankap_patel @swatic12 @HaramiParindey #VERIFIED✅: Last Verified @ 04/05/21, 08:45 AM
#OxygenBeds  and #ICUBeds available #HYDERABAD.

Contact details +91-8519993543
Only taking patients at oxygen level of 85 or above."
0x0is1,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"Oxygen and ICU beds available in Wellness Hospital, Ameerpet, Hyderabad 
Note : Saturation level should be above 90
Contact number : 8519993543
Verified on 3rd May 12.30pm
#ICUBeds #CovidResources #COVID19 #CovidHelp #hydcovidresources #CovidHelpHyderabad"
HrutvikBharadw1,oxygen,NEED,NA,[],['Hyderabad'],"Urgently need Oxygen Cylinder for friend's grandparents in Hyderabad.  Please share if you've got any verified leads. Please amplify. 

#CovidHelpHyderabad #CovidHelp"
VihaanMom,oxygen,AVAILABLE,NA,['8978709593'],['Hyderabad'],"@VihaanMom Do with own inquiry 
Just saw sharing with you

27 Beds and ICU facility available at Satyam Hospital. Charges 10k per day. Just got Covid permission. Verified. Pls amplify. Contact: 8978709593
Oxygen beds available in Hyderabad
@Controversyy3 @NTRFanTrends"
VaSeemsReal,oxygen,UNKNOWN,NA,[],['Hyderabad'],Any verified oxygen cylinders suppliers in Hyderabad please let me know ASAP #Hyderabad @pluviophilex__ @CovidHyderabad @FarhaSyeda1 @hindi7866 @HyderAliHashmii @HiHyderabad @Hyderabadbot @sugandh @MemberAIMIM @DwNewsHyd
