username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
martinkumbidy,Twitter is just to compile the news . . I never mind my political views when I RT . . I RT to keep news threads !,India,4988,290,18431,2010-04-19 05:57:01,2021-04-29 19:19:45,21,"Rahul Mehra arguing for Delhi Government gives status of oxygen demand and supply before the Delhi High Court

#DelhiHighCourt #TusharMehta #OxygenShortage #OxygenCylinders #DelhiNCR @TheRahulMehra https://t.co/BuaRwOEbDi https://t.co/Gtu2w62Ee8",[]
tallnspaicy,"ಬೆಂಗಳೂರು FC | The Blue Tigers | Die Mannschaft | Manchester United.

(He/him)",,375,247,7235,2014-06-23 10:52:44,2021-04-29 19:19:44,28,"Please amplify so it may reach those needing this info on PLASMA IN DELHI🙏🏼
 #OxygenCylinders #Oxygen #OxygenEmergency #OxygenCrisis #Chandigarh #IndiaFightsCOVID19 #Covid19IndiaHelp    #COVIDEmergency #Plasma #IndiaNeedsOxygen  #CovidResources  #OxygenConcentrator #Delhi https://t.co/aK1sJx9GuB","[{'text': 'OxygenCylinders', 'indices': [97, 113]}, {'text': 'Oxygen', 'indices': [114, 121]}, {'text': 'OxygenEmergency', 'indices': [122, 138]}]"
SridharArun21,"26, #COYG #VamosRafa #ABD #StephCurry #Bengaluru",Dallas,1909,437,2736,2012-11-17 10:31:53,2021-04-29 19:19:29,815,"Rapid Oxygen Supply available at door for emergencies by bike rental

Bengaluru Startup 

 Phone: 7069999961 #CovidResources  

#OxygenCylinders #Bangalore https://t.co/1mRIbXFr14",[]
sharad_singh02,,,150,17,125,2010-09-21 10:01:25,2021-04-29 19:19:17,11,"Please stop this panic hoarding. 
Let go of your fears - let this cylinder save someone's life. 
We are in this together - everyone of us. 

#OxygenCylinders #OxygenShortage https://t.co/jAlglNXH2b",[]
omranadam92,"Racing enthusiast 🐎
Dave chappelle fan",error,1122,943,23072,2018-07-30 08:54:22,2021-04-29 19:19:10,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
dksekhon,Family = everything 👌🏻,"Los Angeles, CA",284,92,23300,2015-10-17 00:30:19,2021-04-29 19:19:10,4,"*Plasma needed* 
any blood group.
Patient: Poonam srivastava,
Blood Group: O+ve
Age: 55 Yrs.
Covid Recovery: 1-3 months
Location: Max Hospital Saket, Delhi
Contact No.: 9673280800
Regards Leena Lall
#COVIDEmergency2021 #SOS  #CovidSOS  #DelhiNCR #Emergency  #PlasmaDonor",[]
datUndfinEdSoul,"Caffein Obsessed || EReader Addict || Determined Soul✧*
«ੴasset πound £ficiona»
An Ounce of Perception Pound of Obscure❥
Analog At Birth Digital By Design♡*",Mahadev ke charnon mein👣,1966,1010,44162,2011-05-04 21:57:19,2021-04-29 19:19:09,10,"#OxygenCylinders
#refilling
#Delhi
Free Refilling for Oxygen cylinder available from 9PM onwards at 
Turakman Gate 
Haj House , Delhi 
Call or whatsapp  on this :-8802625297

#CovidResource 
#Covid19IndiaHelp","[{'text': 'OxygenCylinders', 'indices': [0, 16]}, {'text': 'refilling', 'indices': [17, 27]}, {'text': 'Delhi', 'indices': [28, 34]}, {'text': 'CovidResource', 'indices': [175, 189]}, {'text': 'Covid19IndiaHelp', 'indices': [191, 208]}]"
SimranK60419840,,,6665,6197,7534,2019-09-24 11:38:07,2021-04-29 19:19:01,9,are being provided oxygen. #SikhsForSewa #SikhsForHumanity #SarbatDaBhala #WaheguruMaherKare #COVID-19 #OxygenCylinders #OxygenCrisis https://t.co/p4y4PaA32g @vak248 @Pradyumansinhd @Ajay8Rathore @swordfortruth @QuoVadisDelhi @newindia @Manprit80099621 @SHAILESS_09 @iRUPACE,"[{'text': 'SikhsForSewa', 'indices': [48, 61]}, {'text': 'SikhsForHumanity', 'indices': [62, 79]}, {'text': 'SarbatDaBhala', 'indices': [80, 94]}, {'text': 'WaheguruMaherKare', 'indices': [95, 113]}, {'text': 'COVID', 'indices': [114, 120]}]"
RP17_4EVER,"#Rishabh_Pant is. ♥️!! #DelhiCapitals fan because of #RP17 💙 
हर हर महादेव 🚩🙏",,748,516,6735,2020-10-14 17:04:22,2021-04-29 19:18:40,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
iShaharyar_MD,Bolly & Holly Movie Lover. Love watching American Series & Indian Web series. Like talking logical and staying Practical. NO place for Delusions.,,512,6563,138069,2009-06-04 19:41:44,2021-04-29 19:18:33,815,"Rapid Oxygen Supply available at door for emergencies by bike rental

Bengaluru Startup 

 Phone: 7069999961 #CovidResources  

#OxygenCylinders #Bangalore https://t.co/1mRIbXFr14",[]
HarshVa46347406,"यदा यदा हि धर्मस्य ग्लानिर्भवति भारत।
अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम् ॥४-७॥
परित्राणाय साधूनां विनाशाय च दुष्कृताम् ।","New Delhi, India",788,269,5958,2018-08-03 01:05:01,2021-04-29 19:18:23,199,"NOT JUST BLACKMARKETING|  Cheats too have smelt a fortune amid #Oxygen need of #covid patients. 2 arrested selling #FireExtinguishers as  #OxygenCylinders by #DelhiPolice Dwarka dist team. 5 'cylinders' seized. Case regd under cheating, endangering public safety and Epidemic Act. https://t.co/8nfjYHOnom","[{'text': 'Oxygen', 'indices': [80, 87]}, {'text': 'covid', 'indices': [96, 102]}]"
missdesai,The probability of me not liking you is nine out of ten.,"Brooklyn, NY",492,760,37513,2009-06-09 17:01:53,2021-04-29 19:18:06,1,"Contact- 9953474750 Oxygen cans available in Delhi.

Verified* at 12.28 am, 30th April

#COVID19India #COVIDSecondWave #CovidResources #COVIDEmergency  #Delhi #OxygenCylinders","[{'text': 'COVID19India', 'indices': [105, 118]}, {'text': 'COVIDSecondWave', 'indices': [119, 135]}]"
SRKMSDCR7,SRKian😍❤ for life.......Madridsta  MSDian,,602,616,49224,2015-12-09 19:55:29,2021-04-29 19:17:50,815,"Rapid Oxygen Supply available at door for emergencies by bike rental

Bengaluru Startup 

 Phone: 7069999961 #CovidResources  

#OxygenCylinders #Bangalore https://t.co/1mRIbXFr14",[]
syedtouseefulla,NSUI DJ Halli block president pulakeshi nagar Bangalore,"Bengaluru South, India",1457,545,6416,2015-12-17 05:00:30,2021-04-29 19:17:49,0,"#OxygenCylinders available #Bangalore 
Contact- 6360813844
✔Verified 10:00 PM
#CovidHelp #COVIDEmergencyIndia #CovidResources #COVIDEmergency #COVID19India #OxygenShortage #OxygenCylinders
#Karnataka #KarnatakaFightsCorona","[{'text': 'OxygenCylinders', 'indices': [0, 16]}, {'text': 'Bangalore', 'indices': [27, 37]}, {'text': 'CovidHelp', 'indices': [78, 88]}, {'text': 'COVIDEmergencyIndia', 'indices': [89, 109]}, {'text': 'CovidResources', 'indices': [110, 125]}, {'text': 'COVIDEmergency', 'indices': [126, 141]}, {'text': 'COVID19India', 'indices': [142, 155]}, {'text': 'OxygenShortage', 'indices': [156, 171]}, {'text': 'OxygenCylinders', 'indices': [172, 188]}, {'text': 'Karnataka', 'indices': [189, 199]}, {'text': 'KarnatakaFightsCorona', 'indices': [200, 222]}]"
mannatmegha,"Voice Is Worthless,If It Cannot be Raised For the Those, Who Don't have It Or Lost It~ROAR🔱 For The Those!!!!
    NCC Ex-Cadet ▪ (STUDENT) LLB ▪ ProudLeo♌",🖤of⚓,291,430,14361,2020-08-21 19:26:34,2021-04-29 19:17:48,1,"Contact- 9953474750 Oxygen cans available in Delhi.

Verified* at 12.28 am, 30th April

#COVID19India #COVIDSecondWave #CovidResources #COVIDEmergency  #Delhi #OxygenCylinders","[{'text': 'COVID19India', 'indices': [88, 101]}, {'text': 'COVIDSecondWave', 'indices': [102, 118]}, {'text': 'CovidResources', 'indices': [119, 134]}, {'text': 'COVIDEmergency', 'indices': [135, 150]}, {'text': 'Delhi', 'indices': [152, 158]}, {'text': 'OxygenCylinders', 'indices': [159, 175]}]"
riyahemwani1,Save your ❤ for someone who cares..!!✌,,279,244,131353,2017-01-31 18:08:19,2021-04-29 19:17:47,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
vai_ronny,Like the Rising Sun or the Hidden Mountain...,"Bengaluru, Karnataka",1954,182,3176,2015-12-15 05:11:53,2021-04-29 19:17:47,815,"Rapid Oxygen Supply available at door for emergencies by bike rental

Bengaluru Startup 

 Phone: 7069999961 #CovidResources  

#OxygenCylinders #Bangalore https://t.co/1mRIbXFr14",[]
rshah2611,"If you give up too soon,you'll never know what you'll be missing. Don't stop wen your tired. Stop when your done - SRK's Silent Admirer - Got 4 replies from SRK","Mumbai, India ",298,2985,221228,2013-09-04 23:26:49,2021-04-29 19:17:46,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
Sandeepmohie,Sandeep here,"Mullanpur Dakha, India",391,324,3405,2017-06-14 08:41:10,2021-04-29 19:17:37,4,Immediate oxygen cylinder req in laxmi Nagar Delhi. Patient attender contact 9310727551 @srinivasiyc @SonuSood @ManojTiwariMP @GautamGambhir @ArvindKejriwal @TajinderBagga @LambaAlka #CovidResources #CovidIndia #Covid19IndiaHelp #CoronaVaccine #OxygenShortage #OxygenCylinders,"[{'text': 'CovidResources', 'indices': [183, 198]}, {'text': 'CovidIndia', 'indices': [199, 210]}, {'text': 'Covid19IndiaHelp', 'indices': [211, 228]}, {'text': 'CoronaVaccine', 'indices': [229, 243]}, {'text': 'OxygenShortage', 'indices': [244, 259]}, {'text': 'OxygenCylinders', 'indices': [260, 276]}]"
VJGupta17,Tech enthusiastic | love to read news | Cricket fan,,267,53,10807,2017-05-21 06:09:01,2021-04-29 19:17:35,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
praba00564,@tarak9999 &  @purijagan / @ImRo45 😍,India,1117,1272,77766,2018-05-21 08:28:32,2021-04-29 19:17:32,341,REQUIREMENT - #Warangal #OxygenCylinders #COVIDEmergency https://t.co/XpNk1sVxp1,"[{'text': 'Warangal', 'indices': [28, 37]}, {'text': 'OxygenCylinders', 'indices': [38, 54]}, {'text': 'COVIDEmergency', 'indices': [55, 70]}]"
A_manSays,"WE, THE PEOPLE OF INDIA, having solemnly resolved to constitute India into a SOVEREIGN SOCIALIST SECULAR DEMOCRATIC REPUBLIC and to secure to all its citizens:",Fascism 😦,1028,1792,59273,2014-05-02 06:50:01,2021-04-29 19:17:31,71,"#PlasmaRequirement
Name - Kanchana Singh Sapna samadhiya , pregnant,  Age 27
O+ plazma 
89 on oxygen
Admitted in Laxman Seth hospital 
Mobile - 6388825729 (Mayank Sharma) Jhansi.
Please help @srinivasiyc @sosiyc 
@SupriyaShrinate @sushant_says 
@TeamSaath","[{'text': 'PlasmaRequirement', 'indices': [13, 31]}]"
svmurthy,"Mind filled earlier with old thoughts, now it is to change the mind. carpe-diem","Warangal,Telangana   ",1210,1364,72245,2009-09-19 10:26:18,2021-04-29 19:17:28,0,"Hyderabad ...sorry to disturb at this hour. Please respond to this tweet. #PlasmaDonor #PlasmaRequirement #Plasma 
#Hyderabad https://t.co/GJVb2WVG1C","[{'text': 'PlasmaDonor', 'indices': [74, 86]}, {'text': 'PlasmaRequirement', 'indices': [87, 105]}, {'text': 'Plasma', 'indices': [106, 113]}, {'text': 'Hyderabad', 'indices': [115, 125]}]"
muditloyal,"मुझको पढ़ पाना हर किसी के लिए मुमकिन नहीं, मै वो किताब हूँ जिसमे शब्दों की जगह जज्बात लिखे है….!!",,389,331,51075,2009-10-11 09:30:01,2021-04-29 19:17:22,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
AkhtarMahfooz,"ELECTRICAL ENGINEERING💡
JAMIA MILLIA ISLAMIA
NEW DELHI","New Delhi, India",472,52,1664,2019-06-04 11:41:22,2021-04-29 19:17:19,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
MilluRoma,"You loose your grip, and then u slip into the master piece.",,543,209,43716,2020-05-18 15:54:20,2021-04-29 19:17:16,1,"@myogiadityanath @Uppolice is this a fake news ?

#shame #YogiAdityanath #YogiFailsUP #UPPolice #OxygenShortage #OxygenCylinders #Oxygen #COVID19India #CovidResources #CovidIndia #CovidIndiaInfo https://t.co/XOkGMKBlU8","[{'text': 'shame', 'indices': [66, 72]}, {'text': 'YogiAdityanath', 'indices': [73, 88]}, {'text': 'YogiFailsUP', 'indices': [89, 101]}, {'text': 'UPPolice', 'indices': [102, 111]}, {'text': 'OxygenShortage', 'indices': [112, 127]}]"
Ntrfreak9999,Cult fan of Telugu Thalaivaa @tarak9999 ♥️ #NTRTwitter #SSRajamouli,"Andhra Pradesh, India",1104,588,100967,2017-07-04 15:37:24,2021-04-29 19:17:05,10,Need A+ ve Plasma Donor very urgent in TIRUPATHI. Patient pulse levels are going down. Kindly retweet and amplify. Contact: 9642677778 #COVIDEmergency #CovidResources #CovidHelp #PlasmaDonor #SOS #SOSTIRUPATHI #SOSTHIRUPATHI #CovidHelpHyderabad @jayaSr1kar @RRRMovie @NTRFanTrends https://t.co/iwG9ZzcwKI,[]
praba00564,@tarak9999 &  @purijagan / @ImRo45 😍,India,1117,1272,77766,2018-05-21 08:28:32,2021-04-29 19:17:04,240,REQUIREMENT - #OxygenCylinders #Warangal #COVIDEmergency https://t.co/6yev7u2Nt1,"[{'text': 'OxygenCylinders', 'indices': [28, 44]}, {'text': 'Warangal', 'indices': [45, 54]}, {'text': 'COVIDEmergency', 'indices': [55, 70]}]"
TrehanPrerna,Musings of an evolving feminist. Discuss. Debate. Dissent. Democracy || St. Stephens College || DU || JNU ||,India ,1112,131,948,2013-08-22 11:36:45,2021-04-29 19:17:03,300,"Pls RT! Pls amplify!
#Oxygencylinders arrived at #CommonWealthGames COVID Centre yesterday. Near Akshardham Temple.
500+ oxygen beds available free of cost.
In case of non-admission, contact: 9582221700 (Sunny Jaiswal) 
Whatsapp only!!
Can rush patient to the center directly.","[{'text': 'Oxygencylinders', 'indices': [40, 56]}, {'text': 'CommonWealthGames', 'indices': [68, 86]}]"
Arundee35212150,,,249,7,161,2021-03-05 15:42:24,2021-04-29 19:16:57,50,Please help with oxygen cylinder. #SOSDelhi #CovidResources #OxygenCylinders https://t.co/F0UpxCXvyf,"[{'text': 'SOSDelhi', 'indices': [49, 58]}, {'text': 'CovidResources', 'indices': [59, 74]}, {'text': 'OxygenCylinders', 'indices': [75, 91]}]"
whoashukhan,Artist/Talent Manager | Artist Inc India | Event Partner | Sunburn Festival & Vh1 Supersonic,Here & There,876,129,10332,2015-07-09 12:26:46,2021-04-29 19:16:57,232,We are out of #OxygenRefill and our van has been waiting for over 20 hours to refill our #OxygenCylinders . Even our emergency #Oxygen had to be given to Ambulances that came to take #Oxygen for Delhi. Getting several warning calls from Hospitals now. It will be long night!!,"[{'text': 'OxygenRefill', 'indices': [28, 41]}, {'text': 'OxygenCylinders', 'indices': [103, 119]}]"
BawaJi90661893,"my strenth, my culture and my country🦁",,141,23,1631,2019-07-23 06:14:35,2021-04-29 19:16:52,199,"NOT JUST BLACKMARKETING|  Cheats too have smelt a fortune amid #Oxygen need of #covid patients. 2 arrested selling #FireExtinguishers as  #OxygenCylinders by #DelhiPolice Dwarka dist team. 5 'cylinders' seized. Case regd under cheating, endangering public safety and Epidemic Act. https://t.co/8nfjYHOnom","[{'text': 'Oxygen', 'indices': [80, 87]}, {'text': 'covid', 'indices': [96, 102]}]"
Gautam93801626,"i m born to rule not to be ruled by.
CA FINALIST",Delhi,164,53,3454,2016-03-20 04:27:17,2021-04-29 19:16:48,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
Sachin57968283,Proud Indian 🇮🇳,"Prayagraj, India",195,198,17281,2018-07-17 04:26:10,2021-04-29 19:16:47,547,"Plasma donors in Agra

Please help

#Plasmadonor needed #Agra 

B+ve, Pls contact 
Prateek - 88268 94598","[{'text': 'Plasmadonor', 'indices': [57, 69]}, {'text': 'Agra', 'indices': [77, 82]}]"
Shubham40988341,"MY COUNTRY COMES FIRST NO MATTER WHAT!
PASSIONATE FOR CRICKET,MY IDOL IS MS DHONI.
LASTLY,I LOVE MY MOM A LOT,SHE IS MY WORLD.",India,85,4,67,2018-05-05 12:13:22,2021-04-29 19:16:38,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
maqmo254,,"Riyadh, Saudi Arabia",39,120,23818,2009-04-07 09:41:12,2021-04-29 19:16:35,36,"#COVIDEmergency Just 32year old lady struggling for her life outside of a Delhi hospital. @ArvindKejriwal कुछ करिए साहब।
Mansi Arora #COVID19 positive
Current SpO2 without Oxygen support-74, #Oxygen or #ICUBed needed as CTscore is23
Contact 98995 60616
@srinivasiyc #SOSIYC Help","[{'text': 'COVIDEmergency', 'indices': [18, 33]}]"
ImkHimansh,Commerce le rakha hu toh Bio kaise likhu,Mahadev k charno me ,342,672,67460,2016-09-18 18:07:21,2021-04-29 19:16:33,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
AnuThom0111,Hell is empty and all the devils are here. - Shakespeare,,110,52,17043,2018-01-25 09:41:18,2021-04-29 19:16:27,232,We are out of #OxygenRefill and our van has been waiting for over 20 hours to refill our #OxygenCylinders . Even our emergency #Oxygen had to be given to Ambulances that came to take #Oxygen for Delhi. Getting several warning calls from Hospitals now. It will be long night!!,"[{'text': 'OxygenRefill', 'indices': [28, 41]}, {'text': 'OxygenCylinders', 'indices': [103, 119]}]"
PrakharPandya4,"Unlike protons, I don't deal with negativity...😎😎",,488,11,4943,2020-08-07 15:23:28,2021-04-29 19:16:26,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
AbhijeetSid007,"When you can't change Direction of the Wind, Adjust your Sails! @sidharth_shukla @ImRo45 @mipaltan 💙 Instagram ID- https://t.co/fQ6pDjLGXm",India🇮🇳,727,1241,68912,2020-01-04 13:04:15,2021-04-29 19:16:25,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
muru_mahi,I Speak My Mind.I Never Mind What I Speak.....,New Delhi,902,89,2033,2013-01-12 11:11:35,2021-04-29 19:16:24,815,"Rapid Oxygen Supply available at door for emergencies by bike rental

Bengaluru Startup 

 Phone: 7069999961 #CovidResources  

#OxygenCylinders #Bangalore https://t.co/1mRIbXFr14",[]
DEVIDSHEKHAWAT,"महासचिव, वृन्दावन गार्डन RWA, शाहबेरी, ग्रेटर नोएडा (वेस्ट) ।#बीजेपी बूथ अध्यक्ष (A-30)#शाहबेरी।#मौरना (गांब मेरी पहचान)।#बिजनौर #स्वयंसेवक। राष्ट्र सर्वोपरि।",वृन्दावन गार्डन शाहबेरी,590,590,3340,2016-03-03 14:05:15,2021-04-29 19:16:22,27,"#PlasmaRequirement B+ #SOS 
Patient-Vikas Mittal, Age- 51, 
Admitted at Jaypee Noida. 
Karan-9560900432
🆘Plasma B+ Required🆘
@DhirendraGBN @alok24 
@TeamSOSIndia @PankajSinghBJP 
@BloodDonorsIn @drharshvardhan @nbhooshan @mihirg 
@nefowaoffice","[{'text': 'PlasmaRequirement', 'indices': [19, 37]}, {'text': 'SOS', 'indices': [41, 45]}]"
DRochiramani,,Hyderabad,3485,177,1634,2014-01-26 18:47:40,2021-04-29 19:16:21,4,"#CovidSOS #COVID19India #PlasmaRequirement

Name: Yadavendra Srivastava
Blood group: O+ve 
Patient number - 9873021100
Location: Metro Hospital, Sec-11 https://t.co/AMClgmIABc","[{'text': 'CovidSOS', 'indices': [17, 26]}, {'text': 'COVID19India', 'indices': [27, 40]}, {'text': 'PlasmaRequirement', 'indices': [41, 59]}]"
Divyanshukohli8,,"Uttar Pradesh, India",185,80,5494,2017-11-20 07:50:03,2021-04-29 19:16:19,595,"Name: Sadhna Jha
6months PREGNANT.
Age: 25
location: Satyabhama Hospital ICU,Delhi
Requirement: O +ve plasma
Contact person: Deepak Jha
Number: 7503717042

Please please AMPLIFY this!!!

#SOSDelhi #PlasmaRequirement #Plasma #DelhiNCR",[]
wasikmian121,|congress man | Delhi | member | of @iyc | social and| political | activities|spoke | person | @INCIndia |,,933,5665,55916,2020-10-22 06:50:28,2021-04-29 19:16:12,71,"#PlasmaRequirement
Name - Kanchana Singh Sapna samadhiya , pregnant,  Age 27
O+ plazma 
89 on oxygen
Admitted in Laxman Seth hospital 
Mobile - 6388825729 (Mayank Sharma) Jhansi.
Please help @srinivasiyc @sosiyc 
@SupriyaShrinate @sushant_says 
@TeamSaath","[{'text': 'PlasmaRequirement', 'indices': [13, 31]}]"
MFuturewala,I just talk sense covered in non sense...Human and Indian first! #TeamSaath 🤝,Mumbai-Navi Mumbai,2996,5787,73576,2014-06-09 05:52:26,2021-04-29 19:16:03,815,"Rapid Oxygen Supply available at door for emergencies by bike rental

Bengaluru Startup 

 Phone: 7069999961 #CovidResources  

#OxygenCylinders #Bangalore https://t.co/1mRIbXFr14",[]
manishsarangal1,"Twitter is a stage and each one
pretends to be awesome here..so
who cares about bio...
Ki jaan mein kon. I know not who i
am..","Jalandhar,Punjab",566,1262,191787,2013-12-29 11:47:11,2021-04-29 19:16:02,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
rahuljain7783,Safe Passage Yatra of the Planet 🌎 by the Conscious Vision of Sun ☀️ through the Bodh Transmission of Planet 🌎 emerges from MT to AT of the Planet 🌎,"New Delhi, India",99,27,34426,2019-11-11 17:43:43,2021-04-29 19:16:01,67,"Pls take note of this number 7076971662 - This man took money from someone I know for an oxygen cylinder, which he promised will be delivered but never came back. Request @DelhiPolice @CPDelhi to take action against such miscreants. #OxygenCylinders",[]
ZakiyaKINC,Staunch Socialist | Ex -National Incharge & Secretary - Social Media| Tweets Personal |All RTs are not Endorsement|,"Lucknow, India",7582,26996,36747,2020-06-29 22:05:19,2021-04-29 19:15:56,71,"#PlasmaRequirement
Name - Kanchana Singh Sapna samadhiya , pregnant,  Age 27
O+ plazma 
89 on oxygen
Admitted in Laxman Seth hospital 
Mobile - 6388825729 (Mayank Sharma) Jhansi.
Please help @srinivasiyc @sosiyc 
@SupriyaShrinate @sushant_says 
@TeamSaath","[{'text': 'PlasmaRequirement', 'indices': [13, 31]}]"
mazhar_ynt,,,1286,256,41269,2009-11-02 06:01:34,2021-04-29 19:15:48,71,"#PlasmaRequirement
Name - Kanchana Singh Sapna samadhiya , pregnant,  Age 27
O+ plazma 
89 on oxygen
Admitted in Laxman Seth hospital 
Mobile - 6388825729 (Mayank Sharma) Jhansi.
Please help @srinivasiyc @sosiyc 
@SupriyaShrinate @sushant_says 
@TeamSaath","[{'text': 'PlasmaRequirement', 'indices': [13, 31]}]"
YellowKhichdi,Coffee-Drinker & eReader Addict. My small world with a loving husband and my twins.,India,111,65,2285,2019-08-30 12:59:00,2021-04-29 19:15:45,0,@patrickjannnu Tagging you in #iamplasmadonor  #PlasmaDonor #PlasmaDonors #Plasma #hyderabad,"[{'text': 'iamplasmadonor', 'indices': [30, 45]}, {'text': 'PlasmaDonor', 'indices': [47, 59]}, {'text': 'PlasmaDonors', 'indices': [60, 73]}, {'text': 'Plasma', 'indices': [74, 81]}, {'text': 'hyderabad', 'indices': [82, 92]}]"
SachuSriv,"Nation First, Family Second, Society Third, Self Fourth.
Rest everything depending upon situation !","Kolkata, India",221,58,1028,2020-06-25 15:56:19,2021-04-29 19:15:41,0,"Received through some authentic source.

May be of great help in Delhi NCR.

#PlasmaDonor 

@TajinderBagga @KapilMishra_IND @GautamGambhir @SushantBSinha @RubikaLiyaquat @DrKumarVishwas","[{'text': 'PlasmaDonor', 'indices': [77, 89]}]"
RetweetsMumbai,"RT from in & around Mumbai & are not endorsements, Use #Mumbai #Bombay for RTs
RTs are automated we take no responsibility of the RT's
DM for more info",Mumbai,7,1391,109805,2020-12-15 12:33:56,2021-04-29 19:15:38,1,@Bhadresh39 Tagging you in #iamplasmadonor  #PlasmaDonor #PlasmaDonors #Plasma #Mumbai,"[{'text': 'iamplasmadonor', 'indices': [46, 61]}, {'text': 'PlasmaDonor', 'indices': [63, 75]}, {'text': 'PlasmaDonors', 'indices': [76, 89]}, {'text': 'Plasma', 'indices': [90, 97]}, {'text': 'Mumbai', 'indices': [98, 105]}]"
killawala,"The principle is that you must not fool yourself, and you are the easiest person to fool. - Professor Richard Feynman",,1142,293,15236,2008-12-13 09:42:55,2021-04-29 19:15:33,815,"Rapid Oxygen Supply available at door for emergencies by bike rental

Bengaluru Startup 

 Phone: 7069999961 #CovidResources  

#OxygenCylinders #Bangalore https://t.co/1mRIbXFr14",[]
RoomanKazi,., India,135,14,1193,2016-09-02 06:43:34,2021-04-29 19:15:30,50,Please help with oxygen cylinder. #SOSDelhi #CovidResources #OxygenCylinders https://t.co/F0UpxCXvyf,"[{'text': 'SOSDelhi', 'indices': [49, 58]}, {'text': 'CovidResources', 'indices': [59, 74]}, {'text': 'OxygenCylinders', 'indices': [75, 91]}]"
PulkitSamrat,Peep into my life. I don’t mind!,,264,457104,9637,2008-06-18 23:30:12,2021-04-29 19:15:20,815,"Rapid Oxygen Supply available at door for emergencies by bike rental

Bengaluru Startup 

 Phone: 7069999961 #CovidResources  

#OxygenCylinders #Bangalore https://t.co/1mRIbXFr14",[]
bloodreqbot,#Bot. Retweets detected #blood #needed tweets.,,17,655,50997,2018-03-02 16:19:33,2021-04-29 19:15:10,1,"Please help!! Need Plasma Donor(AB+) or any blood group for
Patient name : Suman
Age : 39
Blood Group : AB+
No of units : 1
Place : East Delhi
Attendent name: Nisha
                                9899693636

#plasmadonordelhi 
#PlasmaRequirement 
#plasma",[]
Divyanshsoni,"I do what i love, I swear i just did that and became famous.Lmao i am not even kidding. Still doing what i love. This twitter bio is so weird, ignore.","New Delhi, India",114,67,362,2009-12-10 12:12:44,2021-04-29 19:15:09,28,"#Delhi #ICUbed #covidhelp #covid19 ICU Bed Required urgently
 *Patient Name*- Renu Khurana
*Age* -58
*Oxygen level saturation: 80-85*
 *Attendant* - Sakshi Khurana
*Contact no -+91 93159 48376, *+91 99537 75372*
Location - Delhi
@shrenik0911 @zacku111  @ApurvaMarathe1","[{'text': 'Delhi', 'indices': [19, 25]}, {'text': 'ICUbed', 'indices': [26, 33]}, {'text': 'covidhelp', 'indices': [34, 44]}, {'text': 'covid19', 'indices': [45, 53]}]"
