username,tweet_date,text,hashtags,id
_xxtulipxx_,2021-05-06 14:18:16,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309944562388997
spokenatlast,2021-05-06 14:18:11,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309924886835200
jnv_wale,2021-05-06 14:17:59,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309875670867971
kiiishann,2021-05-06 14:17:55,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309859803893760
Mann_me_shiva,2021-05-06 14:17:54,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309854716198916
ItsBhuvan,2021-05-06 14:17:48,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309829822980099
kachori_samosa,2021-05-06 14:17:46,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309819563712513
Aman_Agarwals,2021-05-06 14:17:45,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309816547954694
shwetankvaish15,2021-05-06 14:17:43,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309808285229056
Memeswalaladka,2021-05-06 14:17:42,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309803465920513
bhabhoke,2021-05-06 14:17:38,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309787535953923
indianyuvak,2021-05-06 14:17:37,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309780992905217
mhzoya2174,2021-05-06 14:17:31,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309758364647431
Saccharine_18,2021-05-06 14:17:30,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309753566294018
Tiwari12Aakash,2021-05-06 14:17:27,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309740459134979
jsm89,2021-05-06 14:17:27,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309740043857923
liberalbabu,2021-05-06 14:17:25,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309730061492225
GOI_Molb,2021-05-06 14:17:24,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309727649767431
imDivoo,2021-05-06 14:17:14,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309686948290566
ekhivillain,2021-05-06 14:17:14,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309686335860737
sagar_sarcasm,2021-05-06 14:17:11,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309672804962310
Starkaur333,2021-05-06 14:17:11,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309671668383751
Godkefather,2021-05-06 14:17:05,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309648431915010
mightysaksham,2021-05-06 14:17:03,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309639128903692
TweetsofRP,2021-05-06 14:17:02,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309636599803905
Mayurikhajuria,2021-05-06 14:16:57,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309614068015106
Na1naaa,2021-05-06 14:16:56,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309610943246338
pramod3151993,2021-05-06 14:16:54,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309603439628295
Memeswalimulagi,2021-05-06 14:16:54,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309603204767747
ChuddybuddyChud,2021-05-06 14:16:51,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309589933977600
vepa27,2021-05-06 14:16:41,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309546791342082
dikhhat_hai_,2021-05-06 14:16:23,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309471365206017
HardikSarna,2021-05-06 14:16:22,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309468810874881
SocialTrying,2021-05-06 14:16:19,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309455158562816
db_k09,2021-05-06 14:16:17,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309446308425728
Raju_speaks,2021-05-06 14:16:15,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309438267879427
CVDResourcesBot,2021-05-06 14:16:12,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified",[],1390309426507259904
Keshu__10,2021-05-06 14:16:07,"Beds Available: (Oxygen Beds And CPAP Available )

Location: Jattewar Sabhagruh, Nagpur 

Contact: 8669645294,8669645295

#Verified","[{'text': 'Verified', 'indices': [122, 131]}]",1390309404705099789
NageshSarise,2021-05-06 14:13:35,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]",1390308767988740097
PulikantiGreesh,2021-05-06 14:13:22,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]",1390308714956169219
CA_SanjayMittal,2021-05-06 14:12:48,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]",1390308572257345536
Mahi0x00,2021-05-06 14:11:41,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]",1390308289188032514
HelplinePunjab,2021-05-06 14:10:27,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]",1390307980495659017
RetweetsMumbai,2021-05-06 14:10:20,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]",1390307950862950402
SweetCookiesme,2021-05-06 14:09:45,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [28, 35]}, {'text': 'Bangalore', 'indices': [41, 51]}, {'text': 'Delhi', 'indices': [52, 58]}, {'text': 'DelhiNCR', 'indices': [59, 68]}, {'text': 'Chennai', 'indices': [69, 77]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Jaipur', 'indices': [86, 93]}, {'text': 'Chandigarh', 'indices': [94, 105]}, {'text': 'Pune', 'indices': [106, 111]}, {'text': 'Nagpur', 'indices': [112, 119]}, {'text': 'Ajmer', 'indices': [120, 126]}, {'text': 'Lucknow', 'indices': [127, 135]}]",1390307801801662464
RajeshAhujaa_,2021-05-06 14:08:24,"VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962","[{'text': 'Oxygen', 'indices': [9, 16]}, {'text': 'Bangalore', 'indices': [22, 32]}, {'text': 'Delhi', 'indices': [33, 39]}, {'text': 'DelhiNCR', 'indices': [40, 49]}, {'text': 'Chennai', 'indices': [50, 58]}, {'text': 'Mumbai', 'indices': [59, 66]}, {'text': 'Jaipur', 'indices': [67, 74]}, {'text': 'Chandigarh', 'indices': [75, 86]}, {'text': 'Pune', 'indices': [87, 92]}, {'text': 'Nagpur', 'indices': [93, 100]}, {'text': 'Ajmer', 'indices': [101, 107]}, {'text': 'Lucknow', 'indices': [108, 116]}, {'text': 'Jodhpur', 'indices': [117, 125]}, {'text': 'Mysore', 'indices': [126, 133]}, {'text': 'Vijayvada', 'indices': [134, 144]}, {'text': 'Vizag', 'indices': [145, 151]}]",1390307463895732224
RetweetsMumbai,2021-05-06 13:41:44,"A thread containing all COVID resources like oxygen beds, hospital beds, oxygen cylinders etc. All links are verified and working. Works for all major cities including Delhi, Mumbai, Nagpur, Ranchi etc.",[],1390300752170651648
JagritiAgarwa18,2021-05-06 13:39:15,"Ventilator, Oxygen and ICU Beds available at Dr. Babasaheb Ambedkar Hospital, Nagpur (verified) https://t.co/45RzE9H2RH",[],1390300125273104384
anandnama,2021-05-06 13:19:42,"This is the power of our platform - https://t.co/ggGrezhpru

1. It has resources in 200+ cities including Nagpur   
2. The Oxygen supplier is verified 3 hours ago
3. And we are not stopping!

#Nagpur #NagpurSOS #NagpurFightsCorona #SavingAMillionLives https://t.co/tRvfccsGDN",[],1390295207640399876
InfiniChai,2021-05-06 13:11:16,"This is the power of our platform - https://t.co/ggGrezhpru

1. It has resources in 200+ cities including Nagpur   
2. The Oxygen supplier is verified 3 hours ago
3. And we are not stopping!

#Nagpur #NagpurSOS #NagpurFightsCorona #SavingAMillionLives https://t.co/tRvfccsGDN",[],1390293086794784768
COVIDCitizens,2021-05-06 13:05:43,"This is the power of our platform - https://t.co/ggGrezhpru

1. It has resources in 200+ cities including Nagpur   
2. The Oxygen supplier is verified 3 hours ago
3. And we are not stopping!

#Nagpur #NagpurSOS #NagpurFightsCorona #SavingAMillionLives https://t.co/tRvfccsGDN","[{'text': 'Nagpur', 'indices': [192, 199]}, {'text': 'NagpurSOS', 'indices': [200, 210]}, {'text': 'NagpurFightsCorona', 'indices': [211, 230]}, {'text': 'SavingAMillionLives', 'indices': [231, 251]}]",1390291686849355776
ChaurasiaAru,2021-05-06 12:50:37,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390287887933997061
JDDALMIA,2021-05-06 12:50:05,"Ventilator, Oxygen and ICU Beds available at Dr. Babasaheb Ambedkar Hospital, Nagpur (verified) https://t.co/45RzE9H2RH",[],1390287754836123653
raveenavellore,2021-05-06 11:58:59,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390274894353498113
vice_captain10,2021-05-06 09:55:07,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390243720184819712
findthecolors,2021-05-06 09:52:28,"@Akshayhgholve There are people who are making calls and checking for availability of plasma in Nagpur:

- https://t.co/Jv0owzeHJu 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[],1390243054351572992
Neelam492,2021-05-06 09:16:23,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390233974295842823
sixthzodiac_,2021-05-06 09:11:55,"Ventilator, Oxygen and ICU Beds in #Nagpur

Dr. Babasaheb Ambedkar Hospital
Address : Nari Road, Guru teg bahadur Nagar, Near Dixit Nagar

Contact: 9922381614

verified at 11:50, 6th may

#NagpurSOS 
#RetweeetPlease 
#Unite2FightCorona 
#COVIDEmergencyIndia","[{'text': 'Nagpur', 'indices': [35, 42]}, {'text': 'NagpurSOS', 'indices': [188, 198]}, {'text': 'RetweeetPlease', 'indices': [200, 215]}, {'text': 'Unite2FightCorona', 'indices': [217, 235]}, {'text': 'COVIDEmergencyIndia', 'indices': [237, 257]}]",1390232849769324544
Emotion_on_nerv,2021-05-06 09:10:37,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390232523393822724
DivanshuGrewal,2021-05-06 08:59:19,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390229681127915521
resource_botIN,2021-05-06 08:54:55,"#Verified in #Nagpur @nargunduandhra

For information regarding #Covid19 Bed Allocation- 
07122567021
7770011537
7770011472

For information regarding #Covid19 essential drugs and oxygen- 
07122551866
7770011974 
 #Remdesivir #Tocilizumab #Oxygen #Helpline","[{'text': 'Verified', 'indices': [20, 29]}, {'text': 'Nagpur', 'indices': [33, 40]}, {'text': 'Covid19', 'indices': [84, 92]}]",1390228574108622849
AnkitShuklaGop1,2021-05-06 08:49:47,"#Verified in #Nagpur @nargunduandhra

For information regarding #Covid19 Bed Allocation- 
07122567021
7770011537
7770011472

For information regarding #Covid19 essential drugs and oxygen- 
07122551866
7770011974 
 #Remdesivir #Tocilizumab #Oxygen #Helpline","[{'text': 'Verified', 'indices': [20, 29]}, {'text': 'Nagpur', 'indices': [33, 40]}, {'text': 'Covid19', 'indices': [84, 92]}]",1390227279553339394
IamMayaSharma,2021-05-06 08:48:43,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390227012686540801
nargunduandhra,2021-05-06 08:47:04,"#Verified in #Nagpur @nargunduandhra

For information regarding #Covid19 Bed Allocation- 
07122567021
7770011537
7770011472

For information regarding #Covid19 essential drugs and oxygen- 
07122551866
7770011974 
 #Remdesivir #Tocilizumab #Oxygen #Helpline","[{'text': 'Verified', 'indices': [20, 29]}, {'text': 'Nagpur', 'indices': [33, 40]}, {'text': 'Covid19', 'indices': [84, 92]}]",1390226595940499460
NirajINC,2021-05-06 08:45:55,"#Verified in #Nagpur @nargunduandhra

For information regarding #Covid19 Bed Allocation- 
07122567021
7770011537
7770011472

For information regarding #Covid19 essential drugs and oxygen- 
07122551866
7770011974 
 #Remdesivir #Tocilizumab #Oxygen #Helpline","[{'text': 'Verified', 'indices': [20, 29]}, {'text': 'Nagpur', 'indices': [33, 40]}, {'text': 'Covid19', 'indices': [84, 92]}]",1390226306885767179
panda_popat,2021-05-06 08:43:27,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390225686091079680
ranting__girl,2021-05-06 08:43:17,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390225645355995140
AlwaysMmader,2021-05-06 08:28:29,"HOME ICU (Mumbai, Pune, Nashik, Nagpur, Baroda, Delhi, Surat  Bangalore) Register yourself. 17K per day+ GST. 10 days package. Verified by me on April 28, 2021 at 14:14. @AshwiniDodani @Shayoneespeaks @TheOneHimanshu #CovidIndia #COVIDEmergency2021 

https://t.co/VLKJ3hmOSp""",[],1390221920734490624
abhixoo,2021-05-06 08:25:23,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390221139071225857
kalessz,2021-05-06 08:20:21,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390219874891223047
AnirrbaanGhoshh,2021-05-06 08:17:30,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390219157912702977
_sarsonkasaag,2021-05-06 08:16:11,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390218826558500865
vishalthkkr,2021-05-06 08:11:21,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390217606771081216
findthecolors,2021-05-06 08:07:13,"@StuetiG Some good people are posting about availability of plasma in Nagpur:

- https://t.co/Jv0owzeHJu 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[],1390216568307556356
tweetwpra,2021-05-06 08:02:39,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390215418476851200
falgunivasavada,2021-05-06 08:01:58,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390215245226930176
CVDResourcesBot,2021-05-06 07:57:28,"Ventilator, Oxygen and ICU Beds available at Dr. Babasaheb Ambedkar Hospital, Nagpur (verified) https://t.co/45RzE9H2RH",[],1390214113083674625
harshit__ca,2021-05-06 07:57:22,"Ventilator, Oxygen and ICU Beds available at Dr. Babasaheb Ambedkar Hospital, Nagpur (verified) https://t.co/45RzE9H2RH",[],1390214091428405249
wannabeaDUCK,2021-05-06 07:45:45,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390211164022345728
terrifyingdankt,2021-05-06 07:39:05,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390209487626063872
PandeyShaliny,2021-05-06 07:39:01,"@NehaDhupia @SonuSood @SoodFoundation NEED HELP (verified)

Name:-LALITA BALWANT BADGE
Age:45  DOB: 10/03/1973

Addmited to shivganga hospital, lokmat
sq, nagpur

Covid +ve; Hg:3.6 too low
HRCT : 12
Need some money for treatment and some tests

Contact no. Komal badge
(daughter)7972647290 https://t.co/pujYqEBBw5",[],1390209469703802884
srathod33,2021-05-06 07:38:25,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390209318524375040
iamsiya_,2021-05-06 07:36:50,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390208921608937473
faiz2485,2021-05-06 07:25:27,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390206058887401473
RaajGudipati,2021-05-06 07:23:21,"@NehaDhupia @SonuSood @SoodFoundation NEED HELP (verified)

Name:-LALITA BALWANT BADGE
Age:45  DOB: 10/03/1973

Addmited to shivganga hospital, lokmat
sq, nagpur

Covid +ve; Hg:3.6 too low
HRCT : 12
Need some money for treatment and some tests

Contact no. Komal badge
(daughter)7972647290 https://t.co/pujYqEBBw5",[],1390205530161877001
perpendikulal,2021-05-06 07:15:09,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390203463934496769
_cluelesslife,2021-05-06 07:13:49,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390203128436252672
iamParikshit,2021-05-06 07:13:18,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390203001411760130
toodleees,2021-05-06 07:10:39,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390202332239912962
AartiJh44495310,2021-05-06 07:07:20,"@NehaDhupia @SonuSood @SoodFoundation NEED HELP (verified)

Name:-LALITA BALWANT BADGE
Age:45  DOB: 10/03/1973

Addmited to shivganga hospital, lokmat
sq, nagpur

Covid +ve; Hg:3.6 too low
HRCT : 12
Need some money for treatment and some tests

Contact no. Komal badge
(daughter)7972647290 https://t.co/pujYqEBBw5",[],1390201499951669249
findthecolors,2021-05-06 07:07:02,"@kuldeep27396 Look at other people tweeting about availability of bed, oxygen in Nagpur:

- https://t.co/tGFUgGBx6h 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[],1390201423694946317
filterrcoffee,2021-05-06 07:05:19,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390200991035760640
jisakshiji,2021-05-06 07:04:28,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390200776853790721
findthecolors,2021-05-06 07:04:13,"@notadeadsoul Check if there are people who are making calls and checking for availability of bed, ventilator in Nagpur:

- https://t.co/V49mxxoVO2 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏",[],1390200711724503044
ang26x,2021-05-06 07:03:33,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390200545034391554
itttisikhushi,2021-05-06 07:03:15,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390200471403466765
notadeadsoul,2021-05-06 07:03:02,Need Urgent Verified Ventilator Bed in Nagpur. Please Retweet.,[],1390200414348333058
RetweetsMumbai,2021-05-06 07:02:09,"#oxygen #concentrators available, 
Ready to deliver across #Mumbai, #Pune, #Vapi, #Nagpur.

By 8888879957 Gangajal healthcare, Mumbai.

Verified by our team at 3:05 pm, 5 May.

@TheProductfolks @CreatorsOfProd @GulatiSinghJ @7rahulc @Nameet @Saranyagop @awwwnchal @IndiaCovidRes","[{'text': 'oxygen', 'indices': [19, 26]}, {'text': 'concentrators', 'indices': [27, 41]}, {'text': 'Mumbai', 'indices': [78, 85]}, {'text': 'Pune', 'indices': [87, 92]}, {'text': 'Vapi', 'indices': [94, 99]}, {'text': 'Nagpur', 'indices': [101, 108]}]",1390200195447672832
